特征,LGB重要性
M1-1_S-1土,331
M1-2_S-2土,329
FZ4_SA-5,285
M3-1_山西拟薄,271
M4_铝溶胶,257
FZ2_高硅ZSM-5,227
FZ6_MgO,189
Z2_RDSY,166
Z10_GUSY-2,121
FM7_基质稀土,104
Z4_HRSY-1,69
oil_原料油,55
M5_多孔,49
L13_微活,46
T1_反应温度,43
L3_RE,43
M2_埃洛石,39
L1_Na,31
FM4_薄水,18
Z5_HRSY-3,15
Z6_HRSY-4,14
FZ8_氧化钇,13
Z7_HRSY-5,9
FZ3_低硅ZSM-5,8
L2_P,8
M1-3_茂名土,8
FM2_APM-7,7
FM8_氨水沉淀稀土,5
Z3_MASY,0
L7_强度,0
T2_剂油比,0
