特征,LGB重要性
M1-2_S-2土,317
M4_铝溶胶,298
M3-1_山西拟薄,298
M1-1_S-1土,204
Z2_RDSY,197
FZ4_SA-5,187
Z4_HRSY-1,175
L3_RE,113
Z6_HRSY-4,104
FZ3_低硅ZSM-5,103
M5_多孔,93
FM7_基质稀土,88
L13_微活,76
L1_Na,69
L2_P,67
oil_原料油,64
M2_埃洛石,55
FZ2_高硅ZSM-5,54
FZ8_氧化钇,53
FM2_APM-7,49
FM8_氨水沉淀稀土,46
FM4_薄水,33
M1-3_茂名土,31
T1_反应温度,31
Z5_HRSY-3,25
FZ6_MgO,25
Z7_HRSY-5,25
Z10_GUSY-2,24
Z3_MASY,9
L7_强度,3
T2_剂油比,0
