特征,LGB重要性
M3-1_山西拟薄,324
M1-1_S-1土,278
M4_铝溶胶,252
FZ4_SA-5,238
M1-2_S-2土,199
Z2_RDSY,196
FZ2_高硅ZSM-5,169
FZ3_低硅ZSM-5,131
FM7_基质稀土,127
FZ6_MgO,85
Z4_HRSY-1,83
Z10_GUSY-2,73
L3_RE,66
oil_原料油,62
M5_多孔,57
M2_埃洛石,54
Z6_HRSY-4,47
FM2_APM-7,45
L13_微活,40
M1-3_茂名土,38
L1_Na,38
L7_强度,32
Z7_HRSY-5,32
FM4_薄水,27
Z5_HRSY-3,27
FZ8_氧化钇,24
Z3_MASY,20
L2_P,18
FM8_氨水沉淀稀土,15
T1_反应温度,13
T2_剂油比,0
