特征,LGB重要性
M1-1_S-1土,572
M4_铝溶胶,434
M3-1_山西拟薄,287
Z2_RDSY,284
M1-2_S-2土,279
FZ4_SA-5,233
Z3_MASY,205
FZ2_高硅ZSM-5,145
Z5_HRSY-3,130
Z4_HRSY-1,116
FM7_基质稀土,89
Z10_GUSY-2,89
FZ6_MgO,89
M2_埃洛石,44
oil_原料油,43
FM8_氨水沉淀稀土,36
FZ3_低硅ZSM-5,35
M5_多孔,35
FM2_APM-7,35
Z6_HRSY-4,35
L3_RE,29
Z7_HRSY-5,27
FZ8_氧化钇,20
L1_Na,18
M1-3_茂名土,17
L13_微活,11
FM4_薄水,10
T1_反应温度,9
L2_P,3
L7_强度,0
T2_剂油比,0
