特征,LGB重要性
M4_铝溶胶,320
M1-1_S-1土,307
FZ4_SA-5,265
FZ2_高硅ZSM-5,230
M3-1_山西拟薄,222
M1-2_S-2土,187
FZ6_MgO,179
Z2_RDSY,160
FM7_基质稀土,146
Z10_GUSY-2,115
Z4_HRSY-1,100
oil_原料油,57
L3_RE,49
FM8_氨水沉淀稀土,47
FZ8_氧化钇,44
M5_多孔,37
L1_Na,37
M2_埃洛石,34
M1-3_茂名土,33
T1_反应温度,31
Z6_HRSY-4,29
L13_微活,23
FM2_APM-7,21
FM4_薄水,11
Z5_HRSY-3,11
FZ3_低硅ZSM-5,8
Z3_MASY,6
L7_强度,2
Z7_HRSY-5,1
L2_P,1
T2_剂油比,0
