特征,LGB重要性
Z2_RDSY,373
M4_铝溶胶,347
M1-2_S-2土,332
M1-1_S-1土,317
FZ4_SA-5,213
M3-1_山西拟薄,211
Z4_HRSY-1,150
FM7_基质稀土,146
FZ3_低硅ZSM-5,142
L3_RE,100
oil_原料油,70
L1_Na,65
M2_埃洛石,60
FM2_APM-7,58
Z5_HRSY-3,56
M5_多孔,53
FZ2_高硅ZSM-5,53
FM8_氨水沉淀稀土,52
L13_微活,49
FZ8_氧化钇,43
FZ6_MgO,43
Z7_HRSY-5,43
M1-3_茂名土,41
Z6_HRSY-4,36
T1_反应温度,30
L2_P,27
FM4_薄水,18
Z10_GUSY-2,12
Z3_MASY,8
L7_强度,7
T2_剂油比,0
