实际值,XGB预测值,LGB预测值
0.87,0.9260151,0.8791094213226356
0.988083025174276,0.8335963,0.9314044255351915
1.06,1.0327288,1.0121057201409958
0.97,0.9046437,0.9184010603624829
0.720916557823485,0.85296565,0.8877913566213361
0.930463642142767,1.0366176,0.9985801100294027
1.15552258299721,1.1260488,1.0410732688389648
0.939859259710919,0.9390254,0.9447690508471001
0.84,0.90030676,0.8974678596459755
1.13,0.97911775,0.9146885579549692
0.88,0.9347337,0.9068673288579021
0.973901558533075,1.0338551,1.153172118976681
1.10966904723257,1.0533826,1.0280057564386436
1.54615782723904,1.458764,1.3335068846091624
4.82,4.8565454,4.418262243581963
0.973901558533075,1.0338551,1.153172118976681
0.795666887747455,0.7090381,0.6983375872414346
0.949621258054389,0.93515104,0.7857393283352653
0.78,0.744714,0.7181756839026345
1.03346211307335,1.0432659,1.1688659498207206
1.36,1.2502055,1.2509798641918013
0.91,0.8706769,0.819102258328575
0.99,0.9018098,0.9590536901782455
1.00506779736781,1.0312899,1.042561372316441
0.934216724090212,1.0861895,1.2648472173914393
1.06125312323792,0.9917599,0.9163397175170328
0.82,0.81429446,0.853432768735392
1.04,1.0297261,1.0819865589158513
1.08950723116196,0.9933321,1.1707456274641763
1.39243959363656,1.1715344,1.3162523264820196
1.06052681705229,0.9848515,0.9754118800001709
0.86852843450156,0.8090465,0.9374747449857004
0.987472536189011,1.1133456,1.0190862891007328
1.07862211056047,1.1043519,1.0971143555507246
0.95,1.0771875,1.0341981267424387
0.929369918337014,1.1518553,0.9560633755550242
0.81,0.81463516,0.8662629528681063
0.96,0.9783788,1.0222210611161258
0.82,0.8646407,0.7948845496863266
0.98,0.9226222,0.9308832203931061
1.01183962079342,1.0408068,1.1121371061199241
0.947563757045652,0.8673862,0.8349844286863928
1.16816162962909,0.9554309,0.8589187895350826
0.94,0.94157004,0.8317529076904826
1.18817397277279,1.0217247,0.6792838785563368
1.59768047176733,0.95023435,0.8917350898461862
0.868458382285466,0.87282383,0.6213668011551424
0.96,0.93051493,0.9404236907473857
1.06719590502055,1.0682632,1.0971143555507246
1.157701330129,1.0545187,1.0354524264346192
0.92,0.9392453,1.0563892445338883
0.930552742719807,0.9892087,0.992980101434802
1.09340633607292,1.0883064,1.0403923704297926
