特征,LGB重要性
M4_铝溶胶,246
FZ4_SA-5,238
M1-1_S-1土,212
FZ2_高硅ZSM-5,212
M3-1_山西拟薄,196
M1-2_S-2土,191
Z2_RDSY,146
FZ6_MgO,140
L3_RE,128
L2_P,109
FM7_基质稀土,90
Z4_HRSY-1,90
L13_微活,76
Z10_GUSY-2,76
Z6_HRSY-4,68
M2_埃洛石,56
oil_原料油,55
FM8_氨水沉淀稀土,48
M5_多孔,42
M1-3_茂名土,39
L1_Na,39
FZ8_氧化钇,38
FM2_APM-7,25
T1_反应温度,20
Z5_HRSY-3,19
FZ3_低硅ZSM-5,17
Z3_MASY,8
L7_强度,7
FM4_薄水,5
Z7_HRSY-5,5
T2_剂油比,0
