实际值,XGB预测值,LGB预测值
11.2,10.193844,10.190381527937626
8.40342115120218,8.038664,8.167270593635317
7.92,7.5219316,7.0514038002344925
9.03,9.254067,9.161754480990913
8.13560425668908,7.4079757,7.5238524441457955
8.37652030093151,7.882916,7.684162940159483
7.34849588817259,7.5075426,7.198034652934209
7.50338552373742,7.6637907,7.602655282423444
8.04,8.440831,8.472111622556293
7.73,9.084843,9.189037814185749
11.04,10.020091,10.250875743986365
7.65846444601308,7.3704286,7.093359707543154
7.60973789974516,7.7910323,7.976316813662929
6.69673325153188,8.090339,8.29150335001387
14.99,15.184405,13.861093169080727
7.65846444601308,7.3704286,7.093359707543154
7.14212871812201,6.824181,7.50870283936905
8.06777465432056,8.121887,8.352067603830104
11.98,11.357555,11.897159639560527
7.38046396814921,7.433976,7.572477925315399
7.52,8.065781,8.025774165860232
8.34,8.426361,8.425946810728965
7.29,8.11671,8.495639846811537
7.68276010476393,7.5774956,7.228443673424
7.27314177282835,8.547404,8.533138182403906
7.57833074666385,7.5819497,7.660095666505278
7.7,7.883677,7.990862409079804
7.56,7.7485747,7.928446775928053
6.82670406289062,5.753789,6.955863803389426
7.01322478422207,7.2466774,7.9499195244104195
8.60159886749856,9.055095,9.22912295496088
9.12724746572202,8.693735,8.952118243207373
7.97367949432988,7.572741,7.475291224373512
8.3556736825805,8.02541,8.103404731484193
9.41,8.274681,7.9814511725536805
4.89589867013422,3.0228133,6.055970167928631
7.59,9.575219,9.731193954557865
8.98,9.081932,8.743252054400088
10.67,10.831369,10.638931476293685
9.64,10.014822,9.97124490880149
10.111837212841,9.506001,9.355607910360632
8.08494994359655,8.208421,8.228535757028594
7.14062527211278,7.6852994,7.785869621234549
9.83,9.971202,9.671856686330184
7.01679036489565,7.629012,7.430084967426384
6.08497954261732,7.1305118,7.53693418095448
8.2512448719681,8.127135,7.649805972823838
9.3,10.105621,9.78060905503694
8.33496355736211,7.9846616,8.103404731484193
8.11139314669472,8.299528,8.636114797911054
10.4,9.963127,9.981085399385421
8.21853709882089,8.299938,8.072588484741953
8.14168262903886,8.121554,8.197156006442576
6.62282384025218,6.28724,6.243684803710073
8.62064418323636,7.819701,7.637466689302031
8.16913034199136,8.488625,8.525673701748682
9.13024584588113,8.852533,9.099091477477312
8.06914897001969,7.9254937,7.933002139055034
8.78,9.759289,9.436041691667828
10.2376010509013,7.336667,7.304624056951615
8.13,8.458995,8.420309185992933
8.48501122833,8.466139,8.443804864444783
9.96,9.984881,9.904883107454623
10.1919570077552,9.757095,9.906189079433554
10.4476354608202,9.506001,9.355607910360632
7.70438557792989,7.6990004,7.537275897895462
7.58294481358878,7.6990004,7.537275897895462
9.73,9.929805,9.720399234689044
7.79389458110601,7.860521,7.8090274041133565
6.95033217332079,7.335536,7.013538706473317
8.54652513151793,8.668055,8.869007329250502
8.33,8.586456,8.634518607383786
8.26962157066429,8.054671,7.92936786652645
6.28420764613372,6.648936,6.626176240472028
11.19,10.117029,10.247126530640001
8.94027132650122,8.901809,9.065163839342498
7.89,8.251093,8.29448466537978
7.49092416447522,7.85114,7.568019064114292
8.7,8.949362,8.661347075644132
6.94420810298852,7.629012,7.430084967426384
9.52874391911409,8.817979,8.58096589366718
9.75057627387093,8.631087,8.496264097734223
6.88775527101391,7.038232,7.282768085416446
7.6828017314448,7.8331695,7.8548545205902025
6.82670406289062,5.753789,6.955863803389426
8.07,8.4582815,8.38985076869907
8.66374178116635,8.453918,8.740337765098358
9.9673172636008,10.048562,10.473560677216321
9.64,9.023912,8.84941031295581
9.63545163287649,8.745953,8.759025307749807
9.27,10.0843,10.280902998604548
7.94876779668254,7.599199,7.619825709707439
9.89,9.977893,9.804284288943228
9.94123629270895,8.101219,8.439818285729416
6.72047579282211,7.335536,7.013538706473317
7.31269960691048,7.045053,7.468258103935132
11.1583043415034,10.171044,9.527061042711232
8.30684225862589,8.299528,8.636114797911054
10.1789080986742,7.916811,8.061867583557689
6.24225717959205,6.98152,7.144359221960417
7.78,7.746477,7.549876608310127
7.11848031721152,7.1215134,7.350092984168033
6.9010168865901,7.5688467,7.481849074760512
10.2392205115333,10.503435,10.495620411865518
12.1286621933195,12.719958,9.601040560450205
7.33,7.508871,7.722273289069419
9.22,8.857365,8.751521594164581
8.07,8.539215,8.661176029397012
9.26,9.735696,10.245932319008764
10.7674274575376,8.940323,9.08705596136997
9.49837771816145,8.7013445,8.693377235135765
6.72,6.7377214,7.516524004121467
7.90709546339795,8.668055,8.869007329250502
10.36,10.434726,10.597485990175539
6.70912656226462,6.752706,6.5667909462933345
12.26,11.9062,11.923994005617349
6.59103065704091,7.1392684,7.052468900971535
8.75893973887624,8.404367,8.054659983854348
8.1189529774326,8.054671,7.92936786652645
6.59775511351767,8.18176,8.118278968394387
7.94876779668254,7.778665,7.763158457800037
8.95160923339712,8.971344,8.623613949836052
10.5781919497125,8.309321,8.855515452229836
6.21697130206661,6.673728,6.903549836469062
7.405493178591,7.9436955,7.810575969655221
7.32,10.404131,9.748363734054294
8.46,9.252556,9.065310276374717
9.12179684856027,10.372726,9.937297765175732
8.11502675920485,8.017683,7.917270591385501
7.7,7.800154,7.561848248986167
9.4249199463441,9.076873,9.116093849282423
10.9252558889943,10.517945,10.082285842835924
6.68643209907545,6.7855153,6.859371941708165
9.15,9.24614,9.341962422824007
9.56,8.720017,9.355301470535139
9.4,8.364624,8.758503961286852
7.33,7.5933776,7.312310249292039
8.26,9.209701,9.068720284829167
10.44,10.456224,10.827526252445903
7.1,7.453732,7.661146571053268
9.99,9.898606,9.796099871629295
8.69,9.344203,9.201841291578258
6.41299568118706,6.9734497,7.092284674580333
7.81113874907689,7.973936,8.30519470832907
8.04,7.6926804,7.998015787490811
9.21,9.144721,8.635700712882365
